Short Puts - OptionsPlay,,,,,,,,,,,,,,
Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
MSFT,Sell to Open,11/28/2025,28,510.00  $,8.95  $,8.80  $,9.10  $,22%,01/28/2026,N,517.81  $,2%,24%,-2%
MDT,Sell to Open,11/28/2025,28,89.00  $,1.56  $,1.50  $,1.63  $,34%,11/18/2025,Y,90.70  $,2%,24%,-2%
MA,Sell to Open,11/28/2025,28,545.00  $,9.48  $,8.95  $,10.00  $,23%,,N,551.99  $,2%,24.1%,-1%
ABBV,Sell to Open,11/28/2025,28,215.00  $,3.72  $,3.60  $,3.85  $,31%,10/31/2025,Y,218.04  $,2%,24%,-1%
MS,Sell to Open,11/28/2025,28,160.00  $,2.80  $,2.72  $,2.89  $,13%,01/15/2026,N,164.00  $,2%,24%,-2%
V,Sell to Open,11/28/2025,28,335.00  $,5.75  $,5.50  $,6.00  $,25%,01/27/2026,N,340.74  $,2%,24%,-2%
XLY,Sell to Open,11/28/2025,28,237.50  $,4.03  $,1.56  $,6.50  $,22%,,N,239.93  $,2%,24%,-1%
BUD,Sell to Open,11/28/2025,28,60.00  $,1.02  $,0.95  $,1.10  $,24%,,N,60.90  $,2%,24%,-1%
VGT,Sell to Open,11/21/2025,21,785.00  $,13.25  $,12.00  $,14.50  $,20%,,N,793.21  $,2%,32%,-1%
FXI,Sell to Open,11/28/2025,28,39.00  $,0.66  $,0.59  $,0.74  $,9%,,N,39.71  $,2%,24%,-2%
GLD,Sell to Open,11/28/2025,28,364.00  $,6.15  $,6.05  $,6.25  $,56%,,N,368.12  $,2%,23%,-1%
PG,Sell to Open,11/28/2025,28,150.00  $,2.46  $,2.39  $,2.53  $,23%,01/22/2026,N,150.37  $,2%,23%,0%
TT,Sell to Open,11/21/2025,21,440.00  $,7.30  $,6.90  $,7.70  $,24%,,N,448.65  $,2%,31%,-2%
XLB,Sell to Open,11/28/2025,28,85.50  $,1.39  $,0.64  $,2.14  $,51%,,N,85.67  $,2%,23%,-0.2%
NOC,Sell to Open,11/21/2025,21,575.00  $,9.35  $,8.40  $,10.30  $,28%,01/29/2026,N,583.45  $,1.6%,31%,-1%
JPM,Sell to Open,11/28/2025,28,305.00  $,4.95  $,4.75  $,5.15  $,17%,01/13/2026,N,311.12  $,2%,22%,-2%
LMT,Sell to Open,11/28/2025,28,485.00  $,7.80  $,7.40  $,8.20  $,21%,01/27/2026,N,491.88  $,2%,22%,-1.4%
QQQ,Sell to Open,11/28/2025,28,622.00  $,10.01  $,9.95  $,10.07  $,20%,,N,629.07  $,2%,22%,-1%
PEP,Sell to Open,11/28/2025,28,144.00  $,2.32  $,2.23  $,2.40  $,26%,02/03/2026,N,146.09  $,2%,22%,-1%
LIN,Sell to Open,11/21/2025,21,415.00  $,6.60  $,5.70  $,7.50  $,29%,10/31/2025,Y,418.30  $,2%,30%,-1%
BSX,Sell to Open,11/28/2025,28,99.00  $,1.58  $,1.45  $,1.70  $,14%,02/04/2026,N,100.72  $,2%,22%,-2%
AAPL,Sell to Open,11/28/2025,28,265.00  $,4.20  $,4.05  $,4.35  $,23%,,N,270.37  $,2%,22%,-2%
TMV,Sell to Open,11/21/2025,21,33.00  $,0.52  $,0.50  $,0.55  $,7%,,N,33.95  $,2%,30%,-2.8%
RTX,Sell to Open,11/28/2025,28,175.00  $,2.77  $,2.57  $,2.97  $,13%,01/27/2026,N,178.50  $,2%,22%,-2%
DHR,Sell to Open,11/28/2025,28,210.00  $,3.30  $,3.10  $,3.50  $,12%,01/28/2026,N,215.38  $,2%,22%,-2.5%
XLU,Sell to Open,11/28/2025,28,88.50  $,1.35  $,0.28  $,2.41  $,20%,,N,89.10  $,2%,21%,-1%
ABT,Sell to Open,11/28/2025,28,122.00  $,1.86  $,1.79  $,1.94  $,14%,01/21/2026,N,123.62  $,2%,21%,-1%
KMB,Sell to Open,11/28/2025,28,118.00  $,1.80  $,1.45  $,2.15  $,30%,,N,119.71  $,1.5%,21%,-1%
COST,Sell to Open,11/28/2025,28,900.00  $,13.48  $,11.85  $,15.10  $,14%,12/11/2025,N,911.45  $,1%,21%,-1%
AZN,Sell to Open,11/21/2025,21,80.00  $,1.19  $,1.14  $,1.25  $,30%,,N,82.40  $,1%,28%,-3%
XLE,Sell to Open,11/28/2025,28,87.00  $,1.27  $,0.56  $,1.98  $,13%,,N,88.13  $,1%,20%,-1%
XLF,Sell to Open,11/28/2025,28,52.00  $,0.74  $,0.64  $,0.83  $,17%,,N,52.37  $,1.4%,19.7%,-1%
ASHR,Sell to Open,11/28/2025,28,32.50  $,0.46  $,0.41  $,0.51  $,15%,,N,33.03  $,1%,20%,-1.6%
CME,Sell to Open,11/28/2025,28,260.00  $,3.62  $,2.65  $,4.60  $,28%,02/11/2026,N,265.49  $,1%,19%,-2%
IBB,Sell to Open,11/21/2025,21,155.00  $,2.17  $,1.60  $,2.75  $,27%,,N,159.38  $,1%,26%,-3%
VUG,Sell to Open,11/21/2025,21,495.00  $,6.65  $,5.80  $,7.50  $,15%,,N,498.85  $,1%,26%,-1%
GD,Sell to Open,11/28/2025,28,340.00  $,4.55  $,4.10  $,5.00  $,18%,01/28/2026,N,344.90  $,1%,19%,-1%
IWF,Sell to Open,11/21/2025,21,480.00  $,6.30  $,5.00  $,7.60  $,15%,,N,485.58  $,1.3%,25%,-1%
ADP,Sell to Open,11/28/2025,28,255.00  $,3.30  $,2.40  $,4.20  $,25%,01/28/2026,N,260.30  $,1%,17.8%,-2%
EWJ,Sell to Open,11/28/2025,28,82.50  $,1.05  $,0.70  $,1.40  $,12%,,N,83.45  $,1%,18%,-1%
QQQM,Sell to Open,11/21/2025,21,255.00  $,3.15  $,3.00  $,3.30  $,19%,,N,258.96  $,1%,23%,-2%
BRK/B,Sell to Open,11/28/2025,28,475.00  $,5.78  $,4.95  $,6.60  $,0%,11/01/2025,Y,477.54  $,1%,17%,-1%
EEM,Sell to Open,11/28/2025,28,54.50  $,0.66  $,0.59  $,0.74  $,18%,,N,55.30  $,1.2%,17%,-1%
MKL,Sell to Open,11/21/2025,21,"1,960.00  $",23.50  $,19.00  $,28.00  $,16%,02/04/2026,N,"1,974.53  $",1%,23%,-1%
JNJ,Sell to Open,11/28/2025,28,185.00  $,2.23  $,2.11  $,2.35  $,25%,01/21/2026,N,188.87  $,1%,17%,-2%
BHP,Sell to Open,11/21/2025,21,55.00  $,0.68  $,0.60  $,0.75  $,20%,,N,57.05  $,1%,23%,-4%
SPY,Sell to Open,11/28/2025,28,676.00  $,7.96  $,7.92  $,7.99  $,14%,,N,682.06  $,1%,16%,-1%
VOO,Sell to Open,11/28/2025,28,622.50  $,7.30  $,6.40  $,8.20  $,14%,,N,627.04  $,1%,16%,-1%
MDY,Sell to Open,11/21/2025,21,585.00  $,6.90  $,5.50  $,8.30  $,15%,,N,592.98  $,1%,22%,-1%
DIA,Sell to Open,11/28/2025,28,472.00  $,5.42  $,5.30  $,5.55  $,18%,,N,475.67  $,1%,16%,-1%
IVV,Sell to Open,11/28/2025,28,679.00  $,7.75  $,6.90  $,8.60  $,14%,,N,685.23  $,1%,16%,-1%
KO,Sell to Open,11/28/2025,28,68.00  $,0.74  $,0.72  $,0.77  $,18%,02/10/2026,N,68.90  $,1%,15%,-1%
EFA,Sell to Open,11/28/2025,28,94.00  $,0.99  $,0.38  $,1.59  $,14%,,N,94.49  $,1%,15%,-1%
TLT,Sell to Open,11/28/2025,28,89.50  $,0.68  $,0.68  $,0.69  $,4%,,N,90.29  $,1%,11%,-1%
LQD,Sell to Open,11/28/2025,28,110.50  $,0.56  $,0.36  $,0.76  $,16%,,N,111.23  $,0.5%,7%,-1%
IEF,Sell to Open,11/28/2025,28,96.50  $,0.42  $,0.40  $,0.43  $,26%,,N,96.85  $,0%,6%,0%
SPTL,Sell to Open,11/21/2025,21,26.00  $,0.05  $,0.00  $,0.10  $,1%,,N,27.20  $,0%,4%,-4%
VTIP,Sell to Open,11/21/2025,21,49.00  $,0.05  $,0.00  $,0.10  $,10%,,N,50.04  $,0.1%,2%,-2%
HYD,Sell to Open,11/21/2025,21,50.00  $,0.05  $,0.00  $,0.10  $,25%,,N,51.14  $,0.1%,2%,-2%
