Covered Calls - OptionsPlay,,,,,,,,,,,,,,
Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
DHR,Sell to Open,12/19/2025,46,240.00  $,1.05  $,0.80  $,1.30  $,13%,01/28/2026,N,213.67  $,0%,3.9%,12%
XLI,Sell to Open,12/19/2025,46,164.00  $,0.74  $,0.71  $,0.77  $,7%,,N,154.45  $,0%,3.8%,6%
IWF,Sell to Open,12/19/2025,46,525.00  $,2.35  $,0.80  $,3.90  $,16%,,N,488.81  $,0%,4%,7.4%
VOO,Sell to Open,12/19/2025,46,660.00  $,2.97  $,2.85  $,3.10  $,16%,,N,628.76  $,0%,4%,5%
MDY,Sell to Open,12/19/2025,46,635.00  $,2.80  $,0.60  $,5.00  $,15%,,N,591.20  $,0%,4%,7%
IVV,Sell to Open,12/19/2025,46,720.00  $,3.25  $,2.90  $,3.60  $,14%,,N,687.22  $,0%,4%,5%
EFA,Sell to Open,12/19/2025,46,98.00  $,0.43  $,0.42  $,0.45  $,15%,,N,94.57  $,0%,4%,4%
XOM,Sell to Open,12/19/2025,46,125.00  $,0.52  $,0.51  $,0.54  $,14%,01/30/2026,N,114.48  $,0%,4%,9%
VUG,Sell to Open,12/19/2025,46,540.00  $,2.29  $,0.70  $,3.90  $,16%,,N,502.76  $,0%,4%,7%
CSCO,Sell to Open,12/19/2025,46,85.00  $,0.34  $,0.27  $,0.41  $,62%,11/12/2025,Y,74.50  $,0%,4%,14.1%
PG,Sell to Open,12/19/2025,46,160.00  $,0.68  $,0.62  $,0.75  $,19%,01/22/2026,N,148.32  $,0%,4%,8%
SHEL,Sell to Open,12/19/2025,46,80.00  $,0.32  $,0.25  $,0.40  $,15%,,N,74.53  $,0%,3%,7%
LIN,Sell to Open,12/19/2025,46,450.00  $,1.77  $,1.55  $,2.00  $,25%,02/05/2026,N,411.09  $,0%,3%,9%
RSP,Sell to Open,12/19/2025,46,197.00  $,0.80  $,0.70  $,0.90  $,16%,,N,187.05  $,0%,3%,5%
MRK,Sell to Open,12/19/2025,46,95.00  $,0.35  $,0.31  $,0.39  $,19%,02/03/2026,N,83.40  $,0%,3%,14%
SPY,Sell to Open,12/19/2025,46,718.00  $,2.89  $,2.88  $,2.91  $,15%,,N,683.88  $,0%,3%,5%
MKL,Sell to Open,12/19/2025,46,"2,100.00  $",8.00  $,4.00  $,12.00  $,10%,02/04/2026,N,"1,962.31  $",0%,3%,7%
KO,Sell to Open,12/19/2025,46,72.50  $,0.25  $,0.25  $,0.26  $,20%,02/10/2026,N,67.78  $,0%,3%,7%
ABT,Sell to Open,12/19/2025,46,135.00  $,0.44  $,0.40  $,0.49  $,14%,01/21/2026,N,123.22  $,0%,3%,10%
DIA,Sell to Open,12/19/2025,46,500.00  $,1.54  $,1.49  $,1.60  $,18%,,N,473.73  $,0%,3%,6%
IEF,Sell to Open,12/19/2025,46,98.00  $,0.31  $,0.31  $,0.32  $,18%,,N,96.44  $,0%,3%,2%
SPTL,Sell to Open,12/19/2025,46,28.00  $,0.07  $,0.05  $,0.10  $,1%,,N,27.00  $,0%,2.2%,4%
TBT,Sell to Open,12/19/2025,46,41.00  $,0.07  $,0.05  $,0.10  $,3%,,N,33.39  $,0%,2%,23%
HYD,Sell to Open,12/19/2025,46,53.00  $,0.07  $,0.05  $,0.10  $,8%,,N,50.92  $,0%,1%,4.1%
VTEB,Sell to Open,12/19/2025,46,52.00  $,0.05  $,0.00  $,0.10  $,18%,,N,50.34  $,0.1%,1%,3.3%
VTIP,Sell to Open,12/19/2025,46,52.00  $,0.05  $,0.00  $,0.10  $,3%,,N,50.04  $,0.1%,1%,4%
VGLT,Sell to Open,12/19/2025,46,60.00  $,0.05  $,0.00  $,0.10  $,4%,,N,56.96  $,0%,0.7%,5%
MUB,Sell to Open,12/19/2025,46,110.00  $,0.05  $,0.00  $,0.10  $,7%,,N,107.13  $,0%,0%,3%
HYG,Sell to Open,12/19/2025,46,82.00  $,0.04  $,0.03  $,0.05  $,2%,,N,80.24  $,0%,0.4%,2.2%
TIP,Sell to Open,12/19/2025,46,120.00  $,0.05  $,0.00  $,0.10  $,19%,,N,110.87  $,0%,0%,8%
EWJ,Sell to Open,12/19/2025,46,100.00  $,0.02  $,0.00  $,0.05  $,15%,,N,83.64  $,0%,0%,20%
